Term,k,M,K,N,pval,odds_ratio,genes,padj,neg_log10_pval,combined_score,Accession,GeneSet,Condition
Parkinson disease,41,127,3316,30178,9.386676726957208e-11,2.9622106868408413,"ADCY5,COX4I1,COX5B,COX6A1,COX6B1,COX6C,COX7A2,COX7B,COX7C,DRD2,GNAI1,GNAI3,GNAL,GPR37,LRRK2,NDUFA11,NDUFA12,NDUFA13,NDUFA2,NDUFA3,NDUFA4,NDUFA5,NDUFA6,NDUFA8,NDUFB10,NDUFB4,NDUFB5,NDUFB7,NDUFB9,NDUFC1,NDUFC2,NDUFS3,NDUFS5,NDUFS6,NDUFS7,NDUFV3,UBE2G1,UBE2J1,UQCR10,UQCR11,UQCRQ",2.7690696344523766e-09,10.027488138788687,13.80586696539419,Acc3,KEGG,Obesity/GLP-1R
mTOR signaling pathway,45,152,3316,30178,2.9540446142430627e-10,2.717528024533836,"ATP6V1A,ATP6V1F,CASTOR1,CHUK,DDIT4,DEPDC5,DEPTOR,EIF4EBP1,FNIP1,FZD2,FZD3,FZD5,GSK3B,HRAS,IRS1,KRAS,LAMTOR2,LAMTOR4,LRP5,MTOR,NRAS,PDPK1,PIK3CB,PIK3R1,PIK3R3,PRKAA2,PRR5,PTEN,RHEB,RICTOR,RNF152,RPS6,RPS6KA3,RPS6KA6,RPS6KB1,RPS6KB2,RPTOR,SGK1,SKP2,SLC38A9,SLC7A5,SOS1,SOS2,STRADB,ULK2",7.922210556379122e-09,9.529582949926825,12.512904066544685,Acc3,KEGG,Obesity/GLP-1R
Glutamatergic synapse,37,113,3316,30178,4.834804829253953e-10,3.0021422886648965,"ADCY3,ADCY4,ADCY5,ADCY9,CACNA1C,DLG4,GLS,GLUL,GNAI1,GNAI3,GNG13,GRIK3,GRIK4,GRIN1,GRIN2A,GRIN2B,GRIN2D,GRIN3A,GRM1,GRM3,GRM5,GRM7,HOMER1,HOMER2,ITPR2,PLA2G4A,PLCB1,PLCB2,PLD1,PPP3CB,PPP3R1,SHANK1,SHANK2,SLC17A6,SLC1A2,SLC38A2,TRPC1",1.1885561871915968e-08,9.315621052767916,12.919180787570754,Acc3,KEGG,Obesity/GLP-1R
AMPK signaling pathway,39,124,3316,30178,6.327447287196448e-10,2.8844097505564026,"ACACA,ACACB,ADRA1A,CREB1,CREB5,CRTC2,EEF2,EIF4EBP1,ELAVL1,FASN,FOXO1,FOXO3,GYS1,HMGCR,IRS1,IRS2,LIPE,MTOR,PDPK1,PFKFB2,PIK3CB,PIK3R1,PIK3R3,PPARGC1A,PPP2R3A,PPP2R5B,PPP2R5E,PRKAA2,RAB10,RAB14,RAB2A,RHEB,RPS6KB1,RPS6KB2,RPTOR,SCD1,SCD2,SIRT1,STRADB",1.3504230482192516e-08,9.198771464182363,12.48246649811998,Acc3,KEGG,Obesity/GLP-1R
Neurotrophin signaling pathway,38,119,3316,30178,6.408787347481194e-10,2.9281303809159795,"BAD,BAX,BDNF,BEX3,CALM3,CAMK2D,CAMK4,CDC42,CRK,FOXO3,FRS2,GAB1,GSK3B,HRAS,IRAK3,IRS1,KIDINS220,KRAS,MAPK8,MAPKAPK2,MATK,NFKBIA,NFKBIB,NRAS,NTRK2,PDPK1,PIK3CB,PIK3R1,PIK3R3,RAP1B,RPS6KA3,RPS6KA5,RPS6KA6,SH2B2,SHC3,SHC4,SOS1,SOS2",1.3504230482192516e-08,9.193224138674582,12.577834473571476,Acc3,KEGG,Obesity/GLP-1R
ErbB signaling pathway,30,83,3316,30178,1.4462294340020026e-09,3.310230056283073,"ABL2,BAD,CAMK2D,CBL,CBLB,CDKN1A,CDKN1B,CRK,EGFR,EIF4EBP1,ERBB3,ERBB4,GAB1,GSK3B,HRAS,KRAS,MAPK8,MTOR,NRAS,NRG1,PIK3CB,PIK3R1,PIK3R3,RPS6KB1,RPS6KB2,SHC3,SHC4,SOS1,SOS2,TGFA",2.8442512202039386e-08,8.83976280384863,12.914816373859127,Acc3,KEGG,Obesity/GLP-1R
Insulin resistance,35,109,3316,30178,2.53626742377559e-09,2.9426764183750196,"ACACB,AGT,CREB1,CREB5,CRTC2,FOXO1,GFPT1,GFPT2,GSK3B,GYS1,IRS1,IRS2,MAPK8,MTOR,NFKBIA,NOS3,NR1H3,OGT,PDPK1,PIK3CB,PIK3R1,PIK3R3,PPARA,PPARGC1A,PPARGC1B,PPP1CB,PRKAA2,PTEN,PTPRF,PYGL,RPS6KA3,RPS6KA6,RPS6KB1,RPS6KB2,SLC2A1",4.676243062586244e-08,8.595804956410603,11.792239153998324,Acc3,KEGG,Obesity/GLP-1R
Hepatocellular carcinoma,45,168,3316,30178,9.628769219484164e-09,2.4574056564633127,"APC,APC2,ARID1A,ARID2,BAD,BAX,BCL2L1,CDKN1A,CSNK1A1,DPF3,E2F3,EGFR,FZD2,FZD3,FZD5,GAB1,GADD45G,GSK3B,GSTA4,GSTM1,GSTT1,HRAS,KRAS,LRP5,MTOR,NFE2L2,NRAS,PBRM1,PHF10,PIK3CB,PIK3R1,PIK3R3,PTEN,RB1,RPS6KB1,RPS6KB2,SHC3,SHC4,SMAD4,SMARCA2,SMARCC2,SOS1,SOS2,TGFA,TGFBR1",1.670874658675193e-07,8.016429222257306,9.944528734515323,Acc3,KEGG,Obesity/GLP-1R
PI3K-Akt signaling pathway,72,331,3316,30178,1.0488251184557142e-08,2.0013009906620156,"ATF2,BAD,BCL2L1,BDNF,CCND3,CCNE2,CDKN1A,CDKN1B,CHRM2,CHUK,COL4A2,COL9A2,CREB1,CREB5,CRTC2,DDIT4,EGFR,EIF4EBP1,ERBB3,ERBB4,FGF10,FGF2,FGFR2,FOXO3,GNG13,GSK3B,GYS1,HRAS,IL4,IRS1,ITGA4,ITGA6,ITGAV,ITGB4,ITGB8,JAK1,KDR,KRAS,LAMC1,MAGI2,MTCP1,MTOR,NOS3,NRAS,NTRK2,PDPK1,PGF,PHLPP1,PIK3CB,PIK3R1,PIK3R3,PPP2R3A,PPP2R5B,PPP2R5E,PRKAA2,PRLR,PTEN,RHEB,RPS6,RPS6KB1,RPS6KB2,RPTOR,SGK1,SGK3,SOS1,SOS2,TGFA,THBS2,TNR,VEGFA,VEGFB,VTN",1.7189078330246426e-07,7.979296920215683,8.769613231648727,Acc3,KEGG,Obesity/GLP-1R
Oxidative phosphorylation,35,116,3316,30178,1.5630178846845854e-08,2.76445740967863,"ATP6V1A,ATP6V1F,COX17,COX4I1,COX5B,COX6A1,COX6B1,COX6C,COX7A2,COX7B,COX7C,NDUFA11,NDUFA12,NDUFA13,NDUFA2,NDUFA3,NDUFA4,NDUFA5,NDUFA6,NDUFA8,NDUFB10,NDUFB4,NDUFB5,NDUFB7,NDUFB9,NDUFC1,NDUFC2,NDUFS3,NDUFS5,NDUFS6,NDUFS7,NDUFV3,UQCR10,UQCR11,UQCRQ",2.4267909262208036e-07,7.806036052578773,10.347710559107995,Acc3,KEGG,Obesity/GLP-1R
FoxO signaling pathway,37,128,3316,30178,2.1972980165039616e-08,2.6490064442225,"AGAP2,ATM,CCNG2,CDKN1A,CDKN1B,CHUK,EGFR,EP300,FBXO32,FOXO1,FOXO3,GADD45G,GRM1,HOMER1,HOMER2,HRAS,IRS1,IRS2,KRAS,MAPK8,NRAS,PDPK1,PIK3CB,PIK3R1,PIK3R3,PLK4,PRKAA2,PTEN,SETD7,SGK1,SGK3,SIRT1,SKP2,SMAD4,SOS1,SOS2,TGFBR1",3.2410145743433434e-07,7.658111036322188,9.91307953550084,Acc3,KEGG,Obesity/GLP-1R
Proteoglycans in cancer,49,197,3316,30178,2.9603852490545272e-08,2.282522089553955,"ANK1,ANK2,ARHGEF1,ARHGEF12,CAMK2D,CAV1,CAV2,CBL,CD63,CDC42,CDKN1A,DDX5,DROSHA,EGFR,ERBB3,ERBB4,EZR,FGF2,FRS2,FZD2,FZD3,FZD5,GAB1,HCLS1,HIF1A,HRAS,ITGAV,ITPR2,KDR,KRAS,MTOR,NRAS,NUDT16L1,PDPK1,PIK3CB,PIK3R1,PIK3R3,PLCE1,PPP1CB,PTCH1,ROCK1,ROCK2,RPS6,RPS6KB1,RPS6KB2,SOS1,SOS2,VEGFA,VTN",4.158636421290883e-07,7.5286517684506755,8.9486462623984,Acc3,KEGG,Obesity/GLP-1R
Long-term potentiation,24,65,3316,30178,3.847492558934002e-08,3.3773831526755194,"CACNA1C,CALM3,CAMK2D,CAMK4,EP300,GRIN1,GRIN2A,GRIN2B,GRIN2D,GRM1,GRM5,HRAS,ITPR2,KRAS,NRAS,PLCB1,PLCB2,PPP1CB,PPP3CB,PPP3R1,RAP1B,RAPGEF3,RPS6KA3,RPS6KA6",5.119854429914978e-07,7.414822211422937,10.947622351891784,Acc3,KEGG,Obesity/GLP-1R
Endocytosis,58,253,3316,30178,3.991750911459135e-08,2.105613579921759,"AGAP2,AP2S1,ARAP2,ARF5,ASAP1,CAPZA2,CAV1,CAV2,CBL,CBLB,CDC42,CHMP2B,CLTC,DNAJC6,DNM1,DNM2,DNM3,EEA1,EGFR,EPN3,EPS15,FGFR2,GBF1,GRK4,GRK5,HGS,HRAS,IGF2R,IQSEC1,IQSEC2,IQSEC3,ITCH,KIF5C,MVB12A,PARD3,PLD1,PSD,PSD3,RAB10,RAB11A,RAB11FIP2,RAB5A,SMURF2,SNF8,SNX6,STAM,STAM2,TFRC,TGFBR1,USP8,VPS35,VPS37A,VTA1,WASHC4,WASL,WWP1,ZFYVE16,ZFYVE9",5.119854429914978e-07,7.398836566872123,8.384445249890126,Acc3,KEGG,Obesity/GLP-1R
Estrogen signaling pathway,36,126,3316,30178,4.710023260159664e-08,2.617698937750156,"ADCY3,ADCY4,ADCY5,ADCY9,ATF2,CALM3,CREB1,CREB5,EGFR,FKBP5,FOS,GABBR2,GNAI1,GNAI3,GRM1,HRAS,ITPR2,KCNJ6,KRAS,KRT18,NCOA2,NOS3,NRAS,OPRM1,PGR,PIK3CB,PIK3R1,PIK3R3,PLCB1,PLCB2,SHC3,SHC4,SOS1,SOS2,SP1,TGFA",5.789403590612921e-07,7.326976948129268,9.421306639185344,Acc3,KEGG,Obesity/GLP-1R
Prostate cancer,30,97,3316,30178,8.784548842448045e-08,2.8311472534891577,"BAD,CCNE2,CDKN1A,CDKN1B,CHUK,CREB1,CREB5,E2F3,EGFR,EP300,ERG,ETV5,FGFR2,FOXO1,GSK3B,HRAS,KRAS,MTOR,NFKBIA,NRAS,PDPK1,PIK3CB,PIK3R1,PIK3R3,PLAT,PTEN,RB1,SOS1,SOS2,TGFA",1.0365767634088692e-06,7.056280538126185,9.477744126038123,Acc3,KEGG,Obesity/GLP-1R
Rap1 signaling pathway,49,204,3316,30178,9.583810165135196e-08,2.2036856155335935,"ADCY3,ADCY4,ADCY5,ADCY9,CALM3,CDC42,CRK,DOCK4,DRD2,EGFR,FGF10,FGF2,FGFR2,GNAI1,GNAI3,GRIN1,GRIN2A,GRIN2B,HRAS,ITGAM,KDR,KRAS,KRIT1,MAGI2,MAGI3,MAP2K6,NRAS,P2RY1,PARD3,PFN1,PFN2,PGF,PIK3CB,PIK3R1,PIK3R3,PLCB1,PLCB2,PLCE1,RAP1B,RAPGEF2,RAPGEF3,RAPGEF4,RAPGEF5,SIPA1,SIPA1L1,SIPA1L3,TLN2,VEGFA,VEGFB",1.0873938456595703e-06,7.0184617973181584,8.171608419024057,Acc3,KEGG,Obesity/GLP-1R
Renal cell carcinoma,24,68,3316,30178,1.047441237594034e-07,3.2280593291962756,"ARNT2,BAD,CDC42,CDKN1A,CRK,EGLN2,ELOB,EP300,ETS1,GAB1,HIF1A,HRAS,KRAS,NRAS,PIK3CB,PIK3R1,PIK3R3,PRCC,RAP1B,SLC2A1,SOS1,SOS2,TGFA,VEGFA",1.1444265373712594e-06,6.979870331993642,10.06317989255223,Acc3,KEGG,Obesity/GLP-1R
Choline metabolism in cancer,30,99,3316,30178,1.4564056034223685e-07,2.773767927902008,"CHKA,CHPT1,DGKB,DGKG,DGKI,EGFR,EIF4EBP1,FOS,GPCPD1,HIF1A,HRAS,KRAS,LYPLA1,MAPK8,MTOR,NRAS,PCYT1A,PDPK1,PIK3CB,PIK3R1,PIK3R3,PLA2G4A,PLD1,RHEB,RPS6KB1,RPS6KB2,SOS1,SOS2,SP1,WASL",1.5344273321771384e-06,6.8367176588161405,9.079666644732301,Acc3,KEGG,Obesity/GLP-1R
MicroRNAs in cancer,40,154,3316,30178,1.5386004687730515e-07,2.380411932623404,"APC,APC2,ATM,BMI1,CCNE2,CDC25B,CDKN1A,CDKN1B,CRK,DDIT4,E2F3,EGFR,EP300,ERBB3,EZR,FZD3,GLS,HRAS,IRS1,IRS2,KRAS,MDM4,MMP16,MTOR,NOTCH1,NOTCH4,NRAS,PTEN,ROCK1,RPS6KA5,RPTOR,SHC4,SIRT1,SOS1,SOS2,SPRY2,TNR,VEGFA,VIM,ZEB2",1.565128063062242e-06,6.812874139579593,8.298064185054166,Acc3,KEGG,Obesity/GLP-1R
Pancreatic cancer,25,75,3316,30178,2.0505752968909137e-07,3.048940070695715,"BAD,BAX,BCL2L1,CDC42,CDKN1A,CHUK,E2F3,EGFR,GADD45G,JAK1,KRAS,MAPK8,MTOR,PIK3CB,PIK3R1,PIK3R3,PLD1,RB1,RPS6KB1,RPS6KB2,SMAD4,STAT1,TGFA,TGFBR1,VEGFA",1.9961717013423743e-06,6.68812427883988,9.353041747460583,Acc3,KEGG,Obesity/GLP-1R
Apelin signaling pathway,36,133,3316,30178,2.097671957342834e-07,2.4793476633873026,"ADCY3,ADCY4,ADCY5,ADCY9,CALM3,CAMK4,GNA13,GNAI1,GNAI3,GNG13,HDAC4,HRAS,ITPR2,KRAS,LIPE,MEF2A,MEF2C,MTOR,NOS3,NRAS,PDE3B,PIK3R4,PLAT,PLCB1,PLCB2,PPARGC1A,PRKAA2,RPS6,RPS6KB1,RPS6KB2,RYR2,RYR3,SLC8A1,SLC8A2,SMAD4,TGFBR1",1.9961717013423743e-06,6.678262427608169,8.326756935602162,Acc3,KEGG,Obesity/GLP-1R
Phosphatidylinositol signaling system,29,96,3316,30178,2.515371487448338e-07,2.764534404693093,"CALM3,CDS2,DGKB,DGKG,DGKI,IMPA1,INPP4B,INPP5D,ITPKB,ITPR2,MTM1,MTMR1,MTMR4,PI4K2B,PIK3C2A,PIK3C2B,PIK3CB,PIK3R1,PIK3R3,PIKFYVE,PIP4P2,PLCB1,PLCB2,PLCE1,PPIP5K2,PTEN,SACM1L,SYNJ1,SYNJ2",2.2923741408425967e-06,6.599397866260224,8.748321447732936,Acc3,KEGG,Obesity/GLP-1R
Oxytocin signaling pathway,39,151,3316,30178,2.564350733823922e-07,2.36652641317301,"ADCY3,ADCY4,ADCY5,ADCY9,CACNA1C,CACNB4,CACNG8,CALM3,CAMK1D,CAMK1G,CAMK2D,CAMK4,CDKN1A,EEF2,EGFR,FOS,GNAI1,GNAI3,GUCY1A2,HRAS,ITPR2,KCNJ2,KCNJ6,KRAS,MEF2C,MYL6B,NOS3,NRAS,PLA2G4A,PLCB1,PLCB2,PPP1CB,PPP3CB,PPP3R1,PRKAA2,ROCK1,ROCK2,RYR2,RYR3",2.2923741408425967e-06,6.5910225753516904,8.000720204588726,Acc3,KEGG,Obesity/GLP-1R
Chronic myeloid leukemia,25,76,3316,30178,2.7380225886732877e-07,3.0087224876021295,"BAD,BAX,BCL2L1,BCR,CBL,CDKN1A,CDKN1B,CHUK,CRK,E2F3,GADD45G,HRAS,KRAS,NFKBIA,NRAS,PIK3CB,PIK3R1,PIK3R3,RB1,SHC3,SHC4,SMAD4,SOS1,SOS2,TGFBR1",2.3295141182543298e-06,6.562562973259847,9.11193893265246,Acc3,KEGG,Obesity/GLP-1R
Human cytomegalovirus infection,51,223,3316,30178,2.763830309793273e-07,2.0981648149274847,"ADCY3,ADCY4,ADCY5,ADCY9,ARHGEF1,ARHGEF12,ATF2,BAX,CALM3,CDKN1A,CHUK,CREB1,CREB5,CRK,CXCL12,E2F3,EGFR,EIF4EBP1,GNA13,GNAI1,GNAI3,GNG13,GSK3B,HRAS,IL1R1,ITGAV,ITPR2,JAK1,KRAS,MAP2K6,MTOR,NFKBIA,NRAS,PIK3CB,PIK3R1,PIK3R3,PLCB1,PLCB2,PPP3CB,PPP3R1,PTGER2,RB1,RHEB,ROCK1,ROCK2,RPS6KB1,RPS6KB2,SOS1,SOS2,SP1,VEGFA",2.3295141182543298e-06,6.558488624750336,7.416404134856101,Acc3,KEGG,Obesity/GLP-1R
Longevity regulating pathway,30,102,3316,30178,3.0107311568499984e-07,2.6919180075791616,"ADCY3,ADCY4,ADCY5,ADCY9,ATF2,BAX,CAMK4,CREB1,CREB5,CRYAB,EIF4EBP1,FOXO1,FOXO3,HRAS,IRS1,IRS2,KRAS,MTOR,NRAS,PIK3CB,PIK3R1,PIK3R3,PPARGC1A,PRKAA2,RB1CC1,RHEB,RPS6KB1,RPS6KB2,RPTOR,SIRT1",2.4671269201965263e-06,6.521328023068874,8.517807218035768,Acc3,KEGG,Obesity/GLP-1R
Thyroid hormone signaling pathway,32,113,3316,30178,3.20598089232282e-07,2.592494327051255,"ATP1A3,ATP2A2,BAD,EP300,FOXO1,GSK3B,HIF1A,HRAS,ITGAV,KAT2B,KRAS,MED12L,MED13,MTOR,NCOA2,NOTCH1,NOTCH4,NRAS,PDPK1,PFKFB2,PIK3CB,PIK3R1,PIK3R3,PLCB1,PLCB2,PLCE1,RHEB,SLC2A1,SLCO1C1,STAT1,THRA,THRB",2.556119900635762e-06,6.49403907037348,8.304880823557152,Acc3,KEGG,Obesity/GLP-1R
Human papillomavirus infection,67,328,3316,30178,4.006852556090565e-07,1.8766516768996442,"APC,APC2,ATM,ATP6V1A,ATP6V1F,ATR,BAD,BAX,CCND3,CCNE2,CDC42,CDKN1A,CDKN1B,CHUK,COL4A2,COL9A2,CREB1,CREB5,CSNK1A1,DLG2,EGFR,EIF4EBP1,EP300,FOXO1,FZD2,FZD3,FZD5,GSK3B,HRAS,ITGA4,ITGA6,ITGAV,ITGB4,ITGB8,JAK1,KRAS,LAMC1,LFNG,MAML3,MTOR,NOTCH1,NOTCH4,NRAS,PARD3,PIK3CB,PIK3R1,PIK3R3,PPP2R3A,PPP2R5B,PPP2R5E,PTEN,RB1,RBPJ,RHEB,RPS6KB1,RPS6KB2,SOS1,SOS2,STAT1,THBS2,TLR3,TNR,TRAF3,TUBG2,UBE3A,VEGFA,VTN",3.1105829053860967e-06,6.397196638414419,6.759450728297586,Acc3,KEGG,Obesity/GLP-1R
Glioma,24,73,3316,30178,4.768617940206306e-07,3.0064600477773067,"BAX,CALM3,CAMK1D,CAMK1G,CAMK2D,CAMK4,CDKN1A,E2F3,EGFR,GADD45G,HRAS,KRAS,MTOR,NRAS,PIK3CB,PIK3R1,PIK3R3,PTEN,RB1,SHC3,SHC4,SOS1,SOS2,TGFA",3.607031518874001e-06,6.321607471675372,8.773810027427361,Acc3,KEGG,Obesity/GLP-1R
Calcium signaling pathway,44,185,3316,30178,5.64764345526558e-07,2.1800965905852676,"ADCY3,ADCY4,ADCY9,ADRA1A,ATP2A2,ATP2B2,ATP2B3,ATP2B4,CACNA1C,CACNA1I,CALM3,CAMK1D,CAMK1G,CAMK2D,CAMK4,CHRM2,CHRNA7,EDNRB,EGFR,ERBB3,ERBB4,GNAL,GRIN1,GRIN2A,GRIN2D,GRM1,GRM5,HTR2A,HTR2C,HTR6,ITPKB,ITPR2,NOS3,P2RX7,PLCB1,PLCB2,PLCE1,PPP3CB,PPP3R1,RYR2,RYR3,SLC8A1,SLC8A2,TRHR",4.165137048258365e-06,6.2481327287937924,7.228537049390073,Acc3,KEGG,Obesity/GLP-1R
Spliceosome,34,128,3316,30178,7.270091020775176e-07,2.43199713978855,"CCDC12,CHERP,DDX5,DHX38,DHX8,LSM3,LSM4,LSM7,MAGOH,PPIE,PPIL1,PQBP1,PRPF31,PRPF8,RBM17,RP9,SF3B2,SMNDC1,SNRNP200,SNRPA,SNRPA1,SNRPD1,SNRPD2,SNRPF,SNRPG,SRSF1,SRSF10,SRSF2,SRSF6,SRSF7,THOC1,TRA2A,TRA2B,ZMAT2",5.230919149094333e-06,6.138460151785674,7.569595166091871,Acc3,KEGG,Obesity/GLP-1R
Phospholipase D signaling pathway,37,146,3316,30178,8.502377515955083e-07,2.3210254818499734,"ADCY3,ADCY4,ADCY5,ADCY9,AGPAT5,AGT,DGKB,DGKG,DGKI,DNM1,DNM2,DNM3,EGFR,GAB1,GNA13,GRM1,GRM3,GRM5,GRM7,HRAS,KRAS,MTOR,NRAS,PIK3CB,PIK3R1,PIK3R3,PLA2G4A,PLCB1,PLCB2,PLD1,RAPGEF3,RAPGEF4,RHEB,SHC3,SHC4,SOS1,SOS2",5.971908017158927e-06,6.070459615734903,7.286212509571854,Acc3,KEGG,Obesity/GLP-1R
Signaling pathways regulating pluripotency of stem cells,34,129,3316,30178,8.838029674193751e-07,2.413064144741892,"ACVR1C,ACVR2A,ACVR2B,APC,APC2,BMI1,BMPR1A,BMPR1B,FGF2,FGFR2,FZD2,FZD3,FZD5,GSK3B,HRAS,ID4,IL6ST,JAK1,KAT6A,KRAS,LIFR,NRAS,PCGF2,PCGF5,PCGF6,PIK3CB,PIK3R1,PIK3R3,RIF1,SKIL,SMAD4,SMAD9,SMARCAD1,ZFHX3",6.06329942764455e-06,6.053644544602537,7.431517388219075,Acc3,KEGG,Obesity/GLP-1R
cGMP-PKG signaling pathway,40,167,3316,30178,1.4915980848440125e-06,2.1941599539543057,"ADCY3,ADCY4,ADCY5,ADCY9,ADRA1A,ATF2,ATP1A3,ATP2A2,ATP2B2,ATP2B3,ATP2B4,BAD,CACNA1C,CALM3,CREB1,CREB5,EDNRB,GNA13,GNAI1,GNAI3,GUCY1A2,IRS1,IRS2,ITPR2,KCNMA1,KCNMB4,MEF2A,MEF2C,NOS3,OPRD1,PDE3B,PLCB1,PLCB2,PPP1CB,PPP3CB,PPP3R1,ROCK1,ROCK2,SLC8A1,SLC8A2",1.0000487159749629e-05,5.826348182928196,6.766278723247129,Acc3,KEGG,Obesity/GLP-1R
Focal adhesion,45,198,3316,30178,1.6162584688682306e-06,2.0829870963618022,"ACTN4,ARHGAP35,ARHGAP5,BAD,CAV1,CAV2,CCND3,CDC42,COL4A2,COL9A2,CRK,DOCK1,EGFR,GSK3B,HRAS,ITGA4,ITGA6,ITGAV,ITGB4,ITGB8,KDR,LAMC1,MAPK8,PDPK1,PGF,PIK3CB,PIK3R1,PIK3R3,PPP1CB,PTEN,RAP1B,RASGRF1,ROCK1,ROCK2,SHC3,SHC4,SOS1,SOS2,THBS2,TLN2,TNR,VEGFA,VEGFB,VTN,XIAP",1.0595472184802845e-05,5.791489186490139,6.5206316720693005,Acc3,KEGG,Obesity/GLP-1R
Endometrial cancer,20,58,3316,30178,1.8129781184394166e-06,3.1510698641759487,"APC,APC2,BAD,BAX,CDKN1A,CTNNA3,EGFR,FOXO3,GADD45G,GSK3B,HRAS,KRAS,NRAS,PDPK1,PIK3CB,PIK3R1,PIK3R3,PTEN,SOS1,SOS2",1.1626707498687564e-05,5.741607437547274,8.172409383901408,Acc3,KEGG,Obesity/GLP-1R
Gastric cancer,36,145,3316,30178,2.000693325606385e-06,2.273251971922639,"APC,APC2,BAX,CCNE2,CDKN1A,CDKN1B,CSNK1A1,CTNNA3,E2F3,EGFR,FGF10,FGF2,FGFR2,FZD2,FZD3,FZD5,GAB1,GADD45G,GSK3B,HRAS,KRAS,LRP5,MTOR,NRAS,PIK3CB,PIK3R1,PIK3R3,RB1,RPS6KB1,RPS6KB2,SHC3,SHC4,SMAD4,SOS1,SOS2,TGFBR1",1.2358878068252515e-05,5.698819476683173,6.7575688264648335,Acc3,KEGG,Obesity/GLP-1R
Regulation of actin cytoskeleton,47,212,3316,30178,2.0109360924614264e-06,2.0321886238379614,"ABI2,ACTN4,APC,APC2,ARHGAP35,ARHGEF1,ARHGEF12,CDC42,CFL2,CHRM2,CRK,CXCL12,CYFIP2,DIAPH2,DIAPH3,DOCK1,EGFR,ENAH,EZR,FGF10,FGF2,FGFR2,GNA13,HRAS,ITGA4,ITGA6,ITGAM,ITGAV,ITGB4,ITGB8,KRAS,LIMK1,MYH10,NRAS,PFN1,PFN2,PIK3CB,PIK3R1,PIK3R3,PIKFYVE,PPP1CB,ROCK1,ROCK2,SOS1,SOS2,SSH3,WASL",1.2358878068252515e-05,5.69660173106033,6.319153010515999,Acc3,KEGG,Obesity/GLP-1R
Ras signaling pathway,49,225,3316,30178,2.1182954965098214e-06,1.9966084771067785,"ABL2,BAD,BCL2L1,BDNF,CALM3,CDC42,CHUK,EGFR,ETS1,FGF10,FGF2,FGFR2,GAB1,GNG13,GRIN1,GRIN2A,GRIN2B,HRAS,KDR,KRAS,KSR2,MAPK8,NF1,NRAS,NTRK2,PGF,PIK3CB,PIK3R1,PIK3R3,PLA2G3,PLA2G4A,PLCE1,PLD1,RAB5A,RAP1B,RAPGEF5,RASA1,RASA2,RASGRF1,RASGRF2,RGL2,SHC3,SHC4,SOS1,SOS2,TGFA,VEGFA,VEGFB,ZAP70",1.2753003499395865e-05,5.674013457093405,6.227122765954608,Acc3,KEGG,Obesity/GLP-1R
Relaxin signaling pathway,33,128,3316,30178,2.162176830838669e-06,2.359748836846273,"ADCY3,ADCY4,ADCY5,ADCY9,ATF2,COL4A2,CREB1,CREB5,EDNRB,EGFR,FOS,GNAI1,GNAI3,GNG13,HRAS,KRAS,MAPK8,NFKBIA,NOS3,NRAS,PIK3CB,PIK3R1,PIK3R3,PLCB1,PLCB2,RXFP1,SHC3,SHC4,SOS1,SOS2,TGFBR1,VEGFA,VEGFB",1.2756843301948149e-05,5.665108790717111,6.865353977468979,Acc3,KEGG,Obesity/GLP-1R
Gap junction,25,84,3316,30178,2.238751951139353e-06,2.7214540369336637,"ADCY3,ADCY4,ADCY5,ADCY9,DRD2,EGFR,GJA1,GNAI1,GNAI3,GRM1,GRM5,GUCY1A2,HRAS,HTR2A,HTR2C,ITPR2,KRAS,MAP3K2,NRAS,PLCB1,PLCB2,SOS1,SOS2,TJP1,TUBA1B",1.2949643638943315e-05,5.649994022642104,7.4247388556990765,Acc3,KEGG,Obesity/GLP-1R
Circadian entrainment,27,95,3316,30178,2.4078057421221455e-06,2.599475140375947,"ADCY3,ADCY4,ADCY5,ADCY9,ADCYAP1R1,CACNA1C,CACNA1I,CALM3,CAMK2D,CREB1,FOS,GNAI1,GNAI3,GNG13,GRIN1,GRIN2A,GRIN2B,GRIN2D,GUCY1A2,KCNJ6,PER1,PLCB1,PLCB2,RASD1,RPS6KA5,RYR2,RYR3",1.365966719088525e-05,5.618378554178145,7.195952059153842,Acc3,KEGG,Obesity/GLP-1R
Cellular senescence,39,166,3316,30178,3.3199172291060535e-06,2.15160829458017,"ATM,ATR,BTRC,CALM3,CCND3,CCNE2,CDKN1A,E2F3,E2F5,EIF4EBP1,ETS1,FOXO1,FOXO3,GADD45G,HIPK2,HIPK3,HRAS,IGFBP3,ITPR2,KRAS,LIN37,MAP2K6,MAPKAPK2,MTOR,NRAS,PIK3CB,PIK3R1,PIK3R3,PPP1CB,PPP3CB,PPP3R1,PTEN,RAD1,RB1,RHEB,SIRT1,TGFBR1,ZFP36L1,ZFP36L2",1.847878457709973e-05,5.478872743823255,6.289268657627284,Acc3,KEGG,Obesity/GLP-1R
