Term,k,M,K,N,pval,odds_ratio,genes,padj,neg_log10_pval,combined_score,Accession,GeneSet,Condition
HALLMARK_HYPOXIA,57,195,3316,30193,2.345431858862049e-12,2.6905205070772253,"Ackr3,Ak4,Akap12,Angptl4,Ankzf1,Bnip3l,Cav1,Cavin1,Ccng2,Cdkn1a,Cdkn1b,Ddit3,Ddit4,Dpysl4,Egfr,Eno1b,Errfi1,Ets1,Fam162a,Fos,Fosl2,Foxo3,Gys1,Hk1,Hs3st1,Hspa5,Ids,Ier3,Igfbp3,Inha,Irs2,Klf6,Klhl24,Large1,Maff,Mt1,Ncan,Ndst1,Nr3c1,P4ha1,Pdk3,Pgf,Pnrc1,Ppargc1a,Rbpj,Siah2,Slc2a1,Slc6a6,Stc1,Tiparp,Tpd52,Tpst2,Ugp2,Vegfa,Vldlr,Wsb1,Zfp292",1.1727159294310244e-10,11.629777179962648,15.185785154467183,Acc3,Hallmark,Obesity/GLP-1R
HALLMARK_HEME_METABOLISM,52,182,3316,30193,5.388794209631811e-11,2.6269415765448363,"Ackr1,Add2,Aldh6a1,Ank1,Arhgef12,Bach1,Bmp2k,Bnip3l,Bsg,Btg2,Btrc,C3,Car2,Ccnd3,Clcn3,Cpox,Dcaf10,Dcun1d1,Dmtn,Foxo3,Gclm,Glrx5,Gmps,Igsf3,Kat2b,Kdm7a,Klf3,Lamp2,Mospd1,Ncoa4,Nr3c1,Nudt4,Osbp2,Pcx,Pgls,Picalm,Ppp2r5b,Rbm38,Sdcbp,Slc2a1,Slc7a11,Smox,Sptb,Synj1,Tcea1,Tfdp2,Tfrc,Tnrc6b,Tns1,Ucp2,Xk,Ypel5",1.3471985524079528e-09,10.268508401174405,13.229840994893705,Acc3,Hallmark,Obesity/GLP-1R
HALLMARK_UV_RESPONSE_DN,44,144,3316,30193,1.4719442567576075e-10,2.806047933878685,"Acvr2a,Apbb2,Atp2b4,Atp2c1,Atrn,Atxn1,Bdnf,Bmpr1a,Cav1,Cdc42bpa,Cdk13,Cdkn1b,Col11a1,Dbp,Dlc1,Dmac2l,Fzd2,Gja1,Grk5,Inpp4b,Insig1,Irs1,Kcnma1,Lamc1,Magi2,Map1b,Mgll,Mmp16,Mt1,Nr1d2,Nr3c1,Pik3r3,Pten,Rasa2,Rnd3,Scaf8,Scn8a,Sipa1l1,Synj2,Tjp1,Togaram1,Vldlr,Wdr37,Zmiz1",2.4532404279293462e-09,9.832108636629616,13.141511484657412,Acc3,Hallmark,Obesity/GLP-1R
HALLMARK_ANDROGEN_RESPONSE,33,95,3316,30193,7.258329284705012e-10,3.184529704755935,"Abcc4,Akap12,Appbp2,Arid5b,Arxes2,Bmpr1b,Ccnd3,Dbi,Dnajb9,Elovl5,Fkbp5,Gnai3,Gsr,Hmgcr,Homer2,Idi1,Inpp4b,Insig1,Itgav,Lifr,Maf,Mertk,Ncoa4,Rps6ka3,Rrp12,Sat1,Sgk1,Slc38a2,Tnfaip8,Tpd52,Ube2j1,Vapa,Zmiz1",9.072911605881264e-09,9.139163333285302,13.081746496006222,Acc3,Hallmark,Obesity/GLP-1R
HALLMARK_PROTEIN_SECRETION,32,94,3316,30193,2.3305873918381422e-09,3.1200335335889813,"Abca1,Adam10,Ap2s1,Ap3s1,Bet1,Cav2,Cd63,Clcn3,Cltc,Dnm1l,Dst,Egfr,Gbf1,Gla,Igf2r,Kif1b,Krt18,Lamp2,Mon2,Napg,Rab14,Rab2a,Rab5a,Rps6ka3,Scamp1,Snap23,Stam,Stx12,Stx7,Tmx1,Tpd52,Vamp3",2.3305873918381417e-08,8.632534607349946,12.222471693461282,Acc3,Hallmark,Obesity/GLP-1R
HALLMARK_MTORC1_SIGNALING,51,198,3316,30193,4.349880220114114e-09,2.366240117013447,"Acaca,Actr2,Ak4,Atp2a2,Btg2,Cacybp,Cdkn1a,Cfp,Cyp51,Ddit3,Ddit4,Edem1,Elovl5,Eno1b,Fdxr,Fkbp2,Gla,Gmps,Gsk3b,Gsr,Hmgcr,Hspa5,Idh1,Idi1,Insig1,Me1,Nfkbib,P4ha1,Pdap1,Pik3r3,Plod2,Prdx1,Psmc6,Qdpr,Rab1a,Sc5d,Sdf2l1,Serp1,Slc2a1,Slc6a6,Slc7a11,Slc7a5,Sqle,Stard4,Stc1,Sytl2,Tcea1,Tfrc,Tm7sf2,Uchl5,Vldlr",3.1070573000815104e-08,8.36152270177173,10.149186398381651,Acc3,Hallmark,Obesity/GLP-1R
HALLMARK_P53_PATHWAY,51,198,3316,30193,4.349880220114114e-09,2.366240117013447,"Ada,Bax,Btg2,Ccnd3,Ccp110,Cdh13,Cdkn1a,Cdkn2aip,Coq8a,Cyfip2,Ddit3,Ddit4,Eps8l2,Fam162a,Fdxr,Fgf13,Fos,Foxo3,H2aj,Hint1,Hras,Hspa4l,Ier3,Itgb4,Mxd4,Notch1,Pom121,Ptpre,Rad51c,Rb1,Rchy1,Rpl36,Rps12,Rps27l,Sat1,Slc19a2,Slc35d1,Slc7a11,Sp1,Stom,Tgfa,Tm4sf1,Tnni1,Tob1,Tspyl2,Txnip,Upp1,Vwa5a,Wwp1,Xpc,Zfp36l1",3.1070573000815104e-08,8.36152270177173,10.149186398381651,Acc3,Hallmark,Obesity/GLP-1R
HALLMARK_MITOTIC_SPINDLE,51,199,3316,30193,5.230383189513501e-09,2.3542709720234507,"Abi1,Actn4,Anln,Apc,Arhgap29,Arhgap5,Arhgef12,Arhgef3,Bcr,Ccdc88a,Cdc42,Cdc42bpa,Cdc42ep1,Cdc42ep2,Cep192,Dock2,Dock4,Dst,Dync1h1,Epb41l2,Ezr,Fgd4,Fgd6,Hook3,Itsn1,Kif1b,Kif3c,Kptn,Mapre1,Myh10,Myo1e,Net1,Nf1,Pafah1b1,Pcgf5,Pcm1,Ranbp9,Rapgef5,Rasa1,Rasa2,Rictor,Rock1,Smc1a,Smc4,Sos1,Sptan1,Sun2,Trio,Tubgcp5,Tubgcp6,Wasl",3.268989493445938e-08,8.281466492586828,10.022516052824647,Acc3,Hallmark,Obesity/GLP-1R
HALLMARK_ESTROGEN_RESPONSE_EARLY,48,193,3316,30193,4.0280864578214235e-08,2.2830282937607107,"Adcy9,Aff1,Bag1,Chpt1,Cxcl12,Deptor,Dlc1,Dynlt3,Eeig1,Elf1,Elovl5,Fasn,Fkbp5,Fos,Gja1,Gla,Hr,Il6st,Klf10,Krt18,Mast4,Mlph,Mreg,Mybl1,Nadsyn1,Ncor2,Npy1r,Nrip1,Olfml3,Opn3,Papss2,Pgr,Retreg1,Rhobtb3,Rrp12,Siah2,Slc16a1,Slc19a2,Slc2a1,Slc7a2,Slc7a5,Svil,Syt12,Thsd4,Tiparp,Tob1,Ugcg,Wfs1",2.2378258099007905e-07,7.394901216432274,8.790809038066989,Acc3,Hallmark,Obesity/GLP-1R
HALLMARK_OXIDATIVE_PHOSPHORYLATION,47,194,3316,30193,1.2981582195015904e-07,2.223187787426597,"Abcb7,Aco2,Aldh6a1,Atp6v1f,Bax,Bckdha,Cox17,Cox4i1,Cox5b,Cox6a1,Cox6b1,Cox6c,Cox7a2,Cox7b,Cox7c,Cyb5r3,Etfb,Hccs,Idh1,Mrpl11,Mrps12,Mrps15,Ndufa2,Ndufa3,Ndufa4,Ndufa5,Ndufa6,Ndufa8,Ndufb5,Ndufb7,Ndufc1,Ndufc2,Ndufs3,Ndufs6,Ndufs7,Ogdh,Opa1,Pdk4,Polr2f,Por,Timm13,Timm8b,Timm9,Tomm70a,Uqcr10,Uqcr11,Uqcrq",6.490791097507952e-07,6.886672372505697,8.059960707975979,Acc3,Hallmark,Obesity/GLP-1R
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,32,111,3316,30193,2.024739233529737e-07,2.6406982482619643,"Arxes2,Atf6,Cebpb,Cebpg,Chac1,Cnot6,Cxxc1,Dcp2,Dctn1,Ddit4,Dnajb9,Dnajc3,Edem1,Eef2,Eif2s1,Eif4ebp1,Exosc10,Fkbp14,H2ax,Hspa5,Lsm4,Nabp1,Nhp2,Nop14,Paip1,Rps14,Serp1,Slc7a5,Spcs1,Tspyl2,Vegfa,Wfs1",9.203360152407896e-07,6.693630901699433,8.649345788260487,Acc3,Hallmark,Obesity/GLP-1R
HALLMARK_ADIPOGENESIS,47,199,3316,30193,2.905854975079347e-07,2.1669675654894958,"Abca1,Aco2,Aldh2,Angptl4,Atl2,Bckdha,C3,Cavin1,Ccng2,Chchd10,Chuk,Cmpk1,Col15a1,Cox6a1,Cox7b,Dbt,Dnajb9,Dram2,Elmod3,Etfb,Gpam,Idh1,Itsn1,Lifr,Lipe,Mccc1,Me1,Mgll,Nabp1,Ndufa5,Ndufb7,Ndufs3,Pemt,Por,Qdpr,Reep6,Rnf11,Sncg,Sorbs1,Stom,Sult1a1,Tob1,Ucp2,Uqcr10,Uqcr11,Uqcrq,Vegfb",1.2107729062830611e-06,6.536726064193,7.53537129092894,Acc3,Hallmark,Obesity/GLP-1R
HALLMARK_GLYCOLYSIS,46,197,3316,30193,5.47193673065126e-07,2.1418811297004687,"Agl,Ak4,Angptl4,Ankzf1,B4galt4,Chst12,Ddit4,Dpysl4,Egfr,Eno1b,Fam162a,Gale,Gfpt1,Gys1,Homer1,Hs6st2,Hspa5,Idh1,Ier3,Igfbp3,Irs2,Kif2a,Me1,Me2,Mertk,Ndufv3,Nol3,Nt5e,P4ha1,Pcx,Pdk3,Pgls,Plod1,Plod2,Polr3k,Pygl,Rpe,Slc16a3,Slc35a3,Sox9,Stc1,Tgfa,Ugp2,Vegfa,Vldlr,Zfp292",2.1045910502504847e-06,6.26185893279523,7.168712028877327,Acc3,Hallmark,Obesity/GLP-1R
HALLMARK_DNA_REPAIR,37,148,3316,30193,1.1993608456891812e-06,2.29065139824952,"Ada,Ago4,Aprt,Arl6ip1,Cox17,Cstf3,Edf1,Ercc1,Gsdme,Gtf2a2,Gtf2f1,Hcls1,Nelfe,Nme1,Nt5c,Nt5c3,Nudt21,Pold4,Polr1h,Polr2a,Polr2e,Polr2f,Polr2i,Polr2j,Polr2k,Pom121,Rpa3,Rrm2b,Sdcbp,Snapc4,Srsf6,Supt5,Taf9,Tarbp2,Upf3b,Xpc,Zfp707",4.283431591747076e-06,5.921050133236019,7.052477186834073,Acc3,Hallmark,Obesity/GLP-1R
HALLMARK_KRAS_SIGNALING_UP,44,191,3316,30193,1.4091218049625607e-06,2.112245510232393,"Adam8,Adgrl4,Akap12,Angptl4,Avl9,Btbd3,Car2,Cbl,Crot,Dock2,Dusp6,Epb41l3,Ephb2,Ets1,Etv5,Evi5,Gadd45g,Gfpt2,Hdac9,Hsd11b1,Igfbp3,Itgbl1,Kif5c,Laptm5,Mmd,Mtmr10,Pcsk1n,Pecam1,Peg3,Plat,Plvap,Prrx1,Ptbp2,Rabgap1l,Scg3,Snap25,Snap91,Sox9,Spry2,Strn,Trib2,Tspan13,Vwa5a,Zfp277",4.697072683208536e-06,5.851051464707018,6.642959068469737,Acc3,Hallmark,Obesity/GLP-1R
HALLMARK_COMPLEMENT,41,180,3316,30193,4.2735326438006695e-06,2.0873613697970206,"Adam9,Akap10,Atox1,C1qa,C1qc,C3,Calm3,Car2,Cblb,Cd46,Cdh13,Cebpb,Col4a2,Cpm,Csrp1,Dgkg,Dock10,Dock4,Dusp6,Gca,Gmfb,Gnai3,Hspa5,Itgam,Kif2a,Lamp2,Lap3,Lrp1,Maff,Me1,Mt3,Notch4,Pclo,Pfn1,Pla2g4a,Plat,Scg3,Stx4a,Usp14,Usp8,Vcpip1",1.3354789511877092e-05,5.36921297429093,6.052803991248864,Acc3,Hallmark,Obesity/GLP-1R
HALLMARK_ESTROGEN_RESPONSE_LATE,42,191,3316,30193,8.381046941197226e-06,2.015002724061014,"Aff1,Atp2b4,Bag1,Btg3,Car2,Cav1,Chpt1,Cox6c,Cxcl12,Dynlt3,Eeig1,Elovl5,Etfb,Fkbp5,Fos,Gale,Gla,Hmgcs2,Homer2,Hr,Hspa4l,Il6st,Jak1,Large1,Lsr,Ncor2,Npy1r,Nrip1,Opn3,Papss2,Pgr,Plk4,Plxnb1,Prlr,Sgk1,Siah2,Slc16a1,Slc7a5,Snx10,Tob1,Tspan13,Wfs1",2.4650138062344783e-05,5.076701726908529,5.602651750498718,Acc3,Hallmark,Obesity/GLP-1R
HALLMARK_CHOLESTEROL_HOMEOSTASIS,21,70,3316,30193,1.2260089155917886e-05,2.742535886619526,"Acat2,Chka,Cpeb2,Cyp51,Errfi1,Fasn,Fdps,Gnai1,Hmgcr,Hsd17b7,Idi1,Mal2,Mvd,Pdk3,Pmvk,Pnrc1,Sc5d,Sqle,Stard4,Tm7sf2,Trp53inp1",3.3024633931346206e-05,4.911506371597182,6.48202647682528,Acc3,Hallmark,Obesity/GLP-1R
HALLMARK_G2M_CHECKPOINT,42,194,3316,30193,1.2549360893911558e-05,1.9836445177190425,"Arid4a,Ccnt1,Cdc25b,Cdc7,Cdkn1b,Chaf1a,Dbf4,Dmd,Dr1,E2f3,Foxn3,Gspt1,H2ax,Hif1a,Lbr,Mad2l1,Mtf2,Nsd2,Orc5,Orc6,Pafah1b1,Pds5b,Plk4,Prmt5,Prpf4b,Rps6ka5,Sfpq,Slc12a2,Slc7a5,Smc1a,Smc4,Snrpd1,Sqle,Srsf1,Srsf10,Srsf2,Stag1,Syncrip,Tfdp1,Tmpo,Tra2b,Xpo1",3.3024633931346206e-05,4.901378391100485,5.357919956484,Acc3,Hallmark,Obesity/GLP-1R
HALLMARK_TNFA_SIGNALING_VIA_NFKB,39,189,3316,30193,7.690816634520516e-05,1.8892686284282516,"Abca1,Ackr3,Btg2,Btg3,Ccnl1,Cdkn1a,Cebpb,Dnajb4,Dusp4,Fos,Fosb,Fosl2,Gfpt2,Ier2,Ier3,Ifit2,Il6st,Irs2,Klf10,Klf6,Maff,Nfe2l2,Nfkbia,Nr4a3,Per1,Phlda1,Pnrc1,Ptpre,Sat1,Sgk1,Slc16a6,Spsb1,Tiparp,Tnfaip2,Tnfaip6,Tnfaip8,Tnip1,Tnip2,Vegfa",0.000192270415863,4.114027543028753,4.364997212282037,Acc3,Hallmark,Obesity/GLP-1R
HALLMARK_PI3K_AKT_MTOR_SIGNALING,25,104,3316,30193,0.0001204189199239,2.197732287311,"Acaca,Actr2,Atf1,Camk4,Cdkn1a,Cdkn1b,Cltc,Ddit3,Egfr,Gsk3b,Hras,Il4,Itpr2,Map2k6,Mapk8,Nfkbib,Pfn1,Pik3r3,Pikfyve,Plcb1,Prkaa2,Pten,Rps6ka3,Rptor,Slc2a1",0.0002867117141046,3.919305272438388,4.555964661192768,Acc3,Hallmark,Obesity/GLP-1R
HALLMARK_APICAL_JUNCTION,39,198,3316,30193,0.0002149441013713,1.8028518377760083,"Actn4,Adam23,Adam9,Atp1a3,Cdh11,Cdh6,Cdh8,Cldn5,Cnn2,Cntn1,Egfr,Epb41l2,Fbn1,Gnai1,Gtf2f1,Hras,Insig1,Irs1,Itgb4,Mpzl1,Mvd,Myh10,Nf1,Nfasc,Nrxn2,Pals1,Pecam1,Pfn1,Pik3cb,Pik3r3,Pten,Rasa1,Slit2,Speg,Stx4a,Tial1,Tjp1,Tspan4,Wasl",0.0004672697855898,3.667674468560596,3.7800425235814816,Acc3,Hallmark,Obesity/GLP-1R
HALLMARK_E2F_TARGETS,39,198,3316,30193,0.0002149441013713,1.8028518377760083,"Asf1a,Atad2,Ccp110,Cdc25b,Cdkn1a,Cdkn1b,Cit,Cse1l,Dck,Dclre1b,Diaph3,Donson,Eif2s1,Gspt1,H2ax,Hmgb2,Lbr,Luc7l3,Mad2l1,Nme1,Nudt21,Orc2,Orc6,Pds5b,Plk4,Prkdc,Rad1,Rad51c,Rpa3,Smc1a,Smc4,Srsf1,Srsf2,Stag1,Syncrip,Tfrc,Tmpo,Tra2b,Xpo1",0.0004672697855898,3.667674468560596,3.7800425235814816,Acc3,Hallmark,Obesity/GLP-1R
HALLMARK_APOPTOSIS,32,157,3316,30193,0.0004057230409375,1.8641355754429223,"Bax,Bcl2l1,Bnip3l,Btg2,Btg3,Cav1,Cdc25b,Cdkn1a,Cdkn1b,Ddit3,Diablo,Dnaja1,Dnajc3,Dnm1l,Dpyd,Erbb3,Fdxr,Gsr,Hmgb2,Ier3,Igf2r,Krt18,Plat,Plcb2,Ppp2r5b,Ppp3r1,Rock1,Sat1,Sc5d,Sptan1,Txnip,Xiap",0.0008452563352865,3.391770328090866,3.56904658286403,Acc3,Hallmark,Obesity/GLP-1R
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,37,191,3316,30193,0.0004302607352415,1.7724147268732433,"Bdnf,Cald1,Cdh11,Cdh2,Cdh6,Col11a1,Col4a2,Cthrc1,Cxcl12,Dst,Ecm2,Edil3,Fbn1,Fgf2,Gas1,Gja1,Htra1,Igfbp3,Itgav,Lamc1,Lrp1,Mgp,Nt5e,Pfn2,Plod1,Plod2,Prrx1,Sat1,Sfrp1,Sgcd,Slit2,Slit3,Tagln,Thbs2,Tpm4,Vegfa,Vim",0.0008605214704831,3.366268284979426,3.4326466622037604,Acc3,Hallmark,Obesity/GLP-1R
HALLMARK_MYC_TARGETS_V1,37,193,3316,30193,0.0005293126226396,1.7539308065542438,"Acp1,Ap3s1,Apex1,Cad,Cbx3,Eif2s1,Eif4g2,Fbl,Gspt1,Hddc2,Hnrnpa2b1,Mad2l1,Nhp2,Nme1,Orc2,Prpf31,Prps2,Psmc6,Rpl14,Rps10,Rps6,Rrm1,Snrpa,Snrpa1,Snrpd1,Snrpd2,Snrpg,Srsf1,Srsf2,Srsf7,Syncrip,Tardbp,Tfdp1,Tomm70a,Tra2b,Vbp1,Xpo1",0.0010179088896915,3.2762877491650477,3.31897540415478,Acc3,Hallmark,Obesity/GLP-1R
HALLMARK_HEDGEHOG_SIGNALING,11,36,3316,30193,0.0012131082130043,2.788015323120161,"Amot,Dpysl2,L1cam,Nf1,Nrcam,Ptch1,Rasa1,Slit1,Unc5c,Vegfa,Vldlr",0.0022464966907487,2.916100456994529,3.8837857078152855,Acc3,Hallmark,Obesity/GLP-1R
HALLMARK_MYOGENESIS,36,196,3316,30193,0.0013919376423774,1.6797266633856982,"Adcy9,Agl,Bag1,Casq1,Cdh13,Cdkn1a,Col15a1,Col4a2,Cryab,Dmd,Dmpk,Erbb3,Fdps,Fgf2,Fhl1,Fxyd1,Igfbp3,Itgb4,Large1,Ldb3,Mef2a,Mef2c,Myl6b,Notch1,Pcx,Pdlim7,Pkia,Rb1,Sgcd,Sorbs1,Speg,Sptan1,Svil,Tagln,Tnni1,Wwtr1",0.0024856029328168,2.8563802203131,2.815576252012254,Acc3,Hallmark,Obesity/GLP-1R
HALLMARK_UV_RESPONSE_UP,28,152,3316,30193,0.0042529343211269,1.6830044226468974,"Ago2,Ap2s1,Atp6v1f,Bsg,Btg2,Btg3,Car2,Ccnd3,Cebpg,Chka,Dlg4,Dnaja1,Dnajb1,E2f5,Eif5,Fos,Fosb,Gls,H2ax,Hspa13,Il6st,Nfkbia,Pdap1,Plcl1,Selenow,Sult1a1,Tfrc,Wiz",0.0073326453812533,2.3713113241264194,2.340335405604379,Acc3,Hallmark,Obesity/GLP-1R
HALLMARK_XENOBIOTIC_METABOLISM,32,188,3316,30193,0.00803055192478,1.5551448079625427,"Abcd2,Aco2,Acp1,Aldh2,Atp2a2,Car2,Crot,Cyfip2,Ddah2,Elovl5,Gsr,Hsd11b1,Idh1,Il1r1,Marchf6,Ndrg2,Npc1,Papss2,Pcx,Pdk4,Pemt,Por,Psmb10,Ptgds,Sar1b,Slc35d1,Slc6a6,Smox,Ssr3,Upp1,Vtn,Xdh",0.0133842532079667,2.095254605449936,1.9655769896937767,Acc3,Hallmark,Obesity/GLP-1R
HALLMARK_BILE_ACID_METABOLISM,20,105,3316,30193,0.009856464934688,1.7387417452949443,"Abca1,Abca5,Abca6,Abcd2,Atxn1,Crot,Fdxr,Gclm,Hsd17b4,Idh1,Idi1,Isoc1,Lipe,Npc1,Nr3c2,Nudt12,Pex13,Pipox,Slco1a4,Ttr",0.0158975240882064,2.006278818795004,2.0213230968961198,Acc3,Hallmark,Obesity/GLP-1R
HALLMARK_IL2_STAT5_SIGNALING,32,194,3316,30193,0.0125685863512023,1.5067461875823436,"Bcl2l1,Car2,Ccnd3,Ctsz,Hipk2,Huwe1,Hycc2,Igf2r,Ikzf2,Itga6,Itgav,Klf6,Lrrc8c,Maff,Map6,Mapkapk2,Myo1e,Nt5e,P4ha1,Phlda1,Phtf2,Pou2f1,Ptch1,Ptger2,Rabgap1l,S100a1,Serpinb6a,Spry4,Tlr7,Tnfrsf21,Ttc39b,Twsg1",0.0196384161737536,1.9007135667370527,1.746728345400415,Acc3,Hallmark,Obesity/GLP-1R
HALLMARK_INFLAMMATORY_RESPONSE,30,187,3316,30193,0.0218093236774797,1.4649015045873828,"Abca1,Abi1,Acvr2a,Atp2a2,Atp2c1,Btg2,Calcrl,Cdkn1a,Fzd5,Gnai3,Hif1a,Il1r1,Itgb8,Kcna3,Kcnj2,Kif1b,Klf6,Ly6e,Nfkbia,P2rx7,Pcdh7,Ptger2,Ptpre,Rnf144b,Slc1a2,Slc4a4,Slc7a2,Stab1,Tlr3,Tnfaip6",0.0330444298143632,1.6613578019908903,1.498797013124804,Acc3,Hallmark,Obesity/GLP-1R
HALLMARK_PEROXISOME,18,100,3316,30193,0.0238409292499909,1.642387435189958,"Abcd2,Acsl4,Atxn1,Dlg4,Elovl5,Ercc1,Fdps,Fis1,Hras,Hsd17b4,Idh1,Idi1,Isoc1,Pex13,Prdx1,Siah1a,Slc25a17,Ttr",0.0350601900735161,1.6226768210677769,1.5767272219105983,Acc3,Hallmark,Obesity/GLP-1R
HALLMARK_TGF_BETA_SIGNALING,11,53,3316,30193,0.0270851960996339,1.892678724646815,"Apc,Bmpr1a,Hipk2,Klf10,Ncor2,Skil,Smurf2,Tgfbr1,Tjp1,Wwtr1,Xiap",0.0386931372851913,1.567268015728223,1.664725391288217,Acc3,Hallmark,Obesity/GLP-1R
HALLMARK_ALLOGRAFT_REJECTION,27,179,3316,30193,0.0551580427911915,1.3764453742503808,"Abi1,Acvr2a,Ccnd3,Cd47,Cfp,Egfr,Eif4g3,Ets1,Glmn,Hcls1,Hdac9,Hif1a,Il4,Krt1,Ly75,Nme1,Psmb10,Rps3a1,Rps9,Srgn,St8sia4,Stab1,Stat1,Tlr3,Tpd52,Ube2d1,Zap70",0.0766083927655438,1.2583911525771505,1.0892707193615048,Acc3,Hallmark,Obesity/GLP-1R
HALLMARK_FATTY_ACID_METABOLISM,23,149,3316,30193,0.0585221349240213,1.4083021668858555,"Acat2,Aco2,Acsl4,Apex1,Bmpr1b,Car2,Cpox,Elovl5,Fasn,Glul,Gpd1,Hccs,Hmgcs2,Hsd17b4,Hsd17b7,Idh1,Idi1,Mcee,Me1,Mgll,Ppara,Reep6,Serinc1",0.0790839661135423,1.2326798389238731,1.0834294345160658,Acc3,Hallmark,Obesity/GLP-1R
HALLMARK_WNT_BETA_CATENIN_SIGNALING,8,41,3316,30193,0.0746571733164541,1.778463947693798,"Gnai1,Hdac11,Ncor2,Notch1,Notch4,Ptch1,Rbpj,Skp2",0.098233122784808,1.1269284574355087,1.1516062052274576,Acc3,Hallmark,Obesity/GLP-1R
HALLMARK_APICAL_SURFACE,8,43,3316,30193,0.0934896634502747,1.6956322149368392,"Adam10,Crocc,Ephb4,Flot2,Gas1,Mdga1,Scube1,Sulf2",0.1198585428849676,1.02923640361587,1.0206245407070609,Acc3,Hallmark,Obesity/GLP-1R
HALLMARK_KRAS_SIGNALING_DN,25,174,3316,30193,0.0981149275521131,1.310531153857303,"Bmpr1b,Brdt,Btg2,Camk1d,Ccdc106,Coq8a,Cpeb3,Entpd7,Epha5,Gpr3,Htr1b,Krt1,Lfng,Mast3,Pdk2,Prodh,Ptprj,Rgs11,Ryr2,Sgk1,Skil,Slc16a7,Sox10,Tenm2,Thrb",0.1226436594401414,1.008264912494503,0.8443991125521151,Acc3,Hallmark,Obesity/GLP-1R
HALLMARK_COAGULATION,19,127,3316,30193,0.1011313351115797,1.3642528139140169,"Adam9,Arf4,C1qa,C3,Crip2,Csrp1,Dusp6,Fbn1,Hmgcs2,Htra1,Lamp2,Lrp1,Maff,P2ry1,Pecam1,Plat,Rapgef3,S100a1,Sh2b2",0.1233308964775363,0.9951142592701496,0.8562580426846897,Acc3,Hallmark,Obesity/GLP-1R
HALLMARK_SPERMATOGENESIS,17,117,3316,30193,0.1405477917792001,1.3246132654153024,"Agfg1,Camk4,Dbf4,Gmcl1,Hspa4l,Mtor,Npy5r,Pcsk1n,Pias2,Rad17,Scg3,Sirt1,Slc12a2,Snap91,Stam2,Tle4,Tsn",0.167318799737143,0.8521759734335734,0.7188561850000702,Acc3,Hallmark,Obesity/GLP-1R
HALLMARK_ANGIOGENESIS,6,36,3316,30193,0.197732964247136,1.5184385164597245,"Itgav,Pglyrp1,Stc1,Tnfrsf21,Vegfa,Vtn",0.2299220514501581,0.703920923011911,0.6501688688973186,Acc3,Hallmark,Obesity/GLP-1R
HALLMARK_INTERFERON_ALPHA_RESPONSE,13,94,3316,30193,0.2296307864737807,1.2602226663926923,"Adar,Cd47,Elf1,Gmpr,Herc6,Ifit2,Ifitm2,Lap3,Ly6e,Mvb12a,Ncoa7,Pnpt1,Txnip",0.2609440755383871,0.6389698867472376,0.5210565137785472,Acc3,Hallmark,Obesity/GLP-1R
HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY,7,48,3316,30193,0.2715533607046865,1.3285063662828764,"Atox1,Egln2,Gclm,Gsr,Hmox2,Ndufa6,Prdx1",0.3017259563385405,0.5661448180730877,0.4785208960569227,Acc3,Hallmark,Obesity/GLP-1R
HALLMARK_INTERFERON_GAMMA_RESPONSE,23,184,3316,30193,0.2865999221843508,1.1390900671100177,"Adar,Arid5b,Cdkn1a,Herc6,Hif1a,Ifit2,Ifitm2,Isoc1,Lap3,Lats2,Ly6e,Nfkbia,Pla2g4a,Pnpt1,Psmb10,Sppl2a,St8sia4,Stat1,Tnfaip2,Tnfaip6,Txnip,Upp1,Znfx1",0.3115216545482074,0.5427239318553234,0.4126767143803447,Acc3,Hallmark,Obesity/GLP-1R
HALLMARK_PANCREAS_BETA_CELLS,5,37,3316,30193,0.384105608155606,1.2307537219197997,"Chga,Foxo1,Nkx2-2,Spcs1,Sst",0.4086229873995809,0.4155493518474434,0.3334116676047681,Acc3,Hallmark,Obesity/GLP-1R
HALLMARK_NOTCH_SIGNALING,4,32,3316,30193,0.4729381041906733,1.1382921711300986,"Fzd5,Lfng,Notch1,Skp1",0.4926438585319513,0.3251956938655579,0.2471511531506637,Acc3,Hallmark,Obesity/GLP-1R
HALLMARK_MYC_TARGETS_V2,5,58,3316,30193,0.7777801593358977,0.7845892447452091,"Cbx3,Map3k6,Ndufaf4,Plk4,Rrp12",0.7891400868217815,0.1091431396159685,0.0632144266271822,Acc3,Hallmark,Obesity/GLP-1R
HALLMARK_IL6_JAK_STAT3_SIGNALING,7,80,3316,30193,0.7891400868217815,0.7962576682481642,"Cbl,Il1r1,Il6st,Itga4,Stam2,Stat1,Tnfrsf21",0.7891400868217815,0.1028458947204214,0.0602373987270226,Acc3,Hallmark,Obesity/GLP-1R
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,14,191,567,30193,1.679951779456561e-05,3.975966021122261,"Anpep,Ecm1,Edil3,Emp3,Fmod,Itga5,Lamc1,Loxl1,Mest,P3h1,Pcolce,Serpine1,Timp1,Tpm4",0.0007391787829608,4.774703183879185,7.661581963817754,Acc4,Hallmark,Obesity/GLP-1R
